Financial_ID,PO_ID,Vendor_ID,Hospital_ID,Department_ID,Cost_Center,Invoice_Number,Invoice_Date,Payment_Due_Date,Payment_Date,Transaction_Date,Expense_Category,Expense_Type,Budget_Amount,Actual_Amount,Variance,Variance_Percentage,Payment_Method,Payment_Status,Fiscal_Year,Fiscal_Quarter,Budget_Status
FIN000115,PO000115,V006,H005,D0083,CC1003,INV-2025-000115,2025-07-11,2025-09-09,2025-09-07,2025-07-10,Equipment,OPEX,1635298.11,1771806.48,136508.37,8.35,Bank Transfer,Paid,FY2025,Q3,Over Budget
FIN000116,PO000116,V012,H005,D0082,CC1002,INV-2025-000116,2025-10-06,2025-12-05,2025-12-01,2025-10-04,Pharmacy,CAPEX,16932.23,18144.57,1212.34,7.16,Bank Transfer,Paid,FY2025,Q4,Over Budget
FIN000117,PO000117,V007,H001,D0016,CC1016,INV-2024-000117,2024-10-23,2024-12-22,,2024-10-21,Pharmacy,CAPEX,17252882.98,17361573.48,108690.5,0.63,Cheque,Pending,FY2024,Q4,Over Budget
FIN000118,PO000118,V002,H005,D0095,CC1015,INV-2023-000118,2023-09-08,2023-10-23,2023-11-07,2023-09-08,Administration,CAPEX,158223.38,172716.28,14492.9,9.16,Bank Transfer,Overdue,FY2023,Q3,Over Budget
FIN000119,PO000119,V004,H001,D0005,CC1005,INV-2025-000119,2025-09-26,2025-11-10,2025-11-20,2025-09-26,Pharmacy,OPEX,20808.16,22660.29,1852.13,8.9,ACH,Partially Paid,FY2025,Q3,Over Budget
FIN000120,PO000120,V003,H004,D0077,CC1017,INV-2025-000120,2025-11-14,2025-12-14,2025-12-16,2025-11-11,Administration,CAPEX,10800.19,10864.29,64.1,0.59,Cheque,Partially Paid,FY2025,Q4,Over Budget
FIN000121,PO000121,V001,H003,D0054,CC1014,INV-2025-000121,2025-11-17,2025-12-17,2025-12-15,2025-11-14,Pharmacy,OPEX,286100.91,261563.38,-24537.53,-8.58,ACH,Paid,FY2025,Q4,Within Budget
FIN000122,PO000122,V001,H002,D0032,CC1012,INV-2025-000122,2025-07-18,2025-08-17,2025-08-14,2025-07-15,Administration,OPEX,336975.09,348849.68,11874.59,3.52,Cheque,Paid,FY2025,Q3,Over Budget
FIN000123,PO000123,V005,H002,D0027,CC1007,INV-2024-000123,2024-11-14,2025-01-13,2025-01-10,2024-11-12,Administration,OPEX,8482614.44,9244228.3,761613.86,8.98,UPI,Paid,FY2024,Q4,Over Budget
FIN000124,PO000124,V009,H002,D0031,CC1011,INV-2024-000124,2024-10-30,2024-12-14,2024-12-12,2024-10-30,Administration,CAPEX,143841.29,144943.55,1102.26,0.77,Cheque,Paid,FY2024,Q4,Over Budget
FIN000125,PO000125,V002,H004,D0069,CC1009,INV-2023-000125,2023-03-28,2023-05-12,2023-05-11,2023-03-27,Pharmacy,CAPEX,101074.25,96078.36,-4995.89,-4.94,Cheque,Paid,FY2023,Q1,Within Budget
FIN000126,PO000126,V007,H004,D0072,CC1012,INV-2026-000126,2026-01-13,2026-03-14,,2026-01-12,Pharmacy,OPEX,24005135.64,25971567.22,1966431.58,8.19,UPI,Pending,FY2026,Q1,Over Budget
FIN000127,PO000127,V010,H003,D0047,CC1007,INV-2025-000127,2025-09-05,2025-10-20,2025-10-21,2025-09-04,Laboratory,OPEX,2753.2,2804.81,51.61,1.87,ACH,Partially Paid,FY2025,Q3,Over Budget
FIN000128,PO000128,V004,H005,D0085,CC1005,INV-2026-000128,2026-01-09,2026-02-23,2026-02-21,2026-01-07,Laboratory,CAPEX,5988.36,5990.31,1.95,0.03,Cheque,Paid,FY2026,Q1,Over Budget
FIN000129,PO000129,V006,H001,D0007,CC1007,INV-2023-000129,2023-06-10,2023-08-09,2023-08-05,2023-06-09,Administration,OPEX,17422229.23,18363424.88,941195.65,5.4,Bank Transfer,Paid,FY2023,Q2,Over Budget
FIN000130,PO000130,V007,H001,D0014,CC1014,INV-2023-000130,2023-08-27,2023-10-26,2023-10-22,2023-08-24,Pharmacy,OPEX,819172.71,857548.45,38375.74,4.68,Wire Transfer,Paid,FY2023,Q3,Over Budget
FIN000131,PO000131,V008,H004,D0072,CC1012,INV-2024-000131,2024-11-18,2025-01-17,2025-02-05,2024-11-15,Administration,CAPEX,3287219.39,3145031.88,-142187.51,-4.33,Wire Transfer,Overdue,FY2024,Q4,Within Budget
FIN000132,PO000132,V001,H001,D0019,CC1019,INV-2026-000132,2026-01-06,2026-02-05,2026-02-03,2026-01-03,Equipment,OPEX,215562.42,223036.83,7474.41,3.47,UPI,Paid,FY2026,Q1,Over Budget
FIN000133,PO000133,V004,H002,D0027,CC1007,INV-2025-000133,2025-10-25,2025-12-09,2025-12-04,2025-10-22,Laboratory,CAPEX,2210.11,2263.08,52.97,2.4,Cheque,Paid,FY2025,Q4,Over Budget
FIN000134,PO000134,V011,H004,D0068,CC1008,INV-2023-000134,2023-02-10,2023-04-11,2023-04-11,2023-02-09,Equipment,CAPEX,43746.05,39853.09,-3892.96,-8.9,Bank Transfer,Paid,FY2023,Q1,Within Budget
FIN000135,PO000135,V011,H004,D0077,CC1017,INV-2024-000135,2024-12-28,2025-02-26,2025-02-23,2024-12-25,Medical Supplies,OPEX,6375.63,5931.71,-443.92,-6.96,Cheque,Paid,FY2024,Q4,Within Budget
FIN000136,PO000136,V005,H005,D0088,CC1008,INV-2025-000136,2025-03-25,2025-05-24,2025-05-22,2025-03-24,Pharmacy,CAPEX,1714090.57,1595710.26,-118380.31,-6.91,Bank Transfer,Paid,FY2025,Q1,Within Budget
FIN000137,PO000137,V012,H004,D0072,CC1012,INV-2024-000137,2024-09-13,2024-11-12,2024-11-22,2024-09-10,Laboratory,OPEX,35930.22,33568.57,-2361.65,-6.57,UPI,Partially Paid,FY2024,Q3,Within Budget
FIN000138,PO000138,V006,H001,D0002,CC1002,INV-2024-000138,2024-08-30,2024-10-29,2024-10-30,2024-08-28,Laboratory,OPEX,12849025.6,14062874.58,1213848.98,9.45,Bank Transfer,Partially Paid,FY2024,Q3,Over Budget
FIN000139,PO000139,V005,H005,D0096,CC1016,INV-2023-000139,2023-08-08,2023-10-07,2023-10-07,2023-08-06,Pharmacy,OPEX,7907715.91,7997805.51,90089.6,1.14,Wire Transfer,Partially Paid,FY2023,Q3,Over Budget
FIN000140,PO000140,V009,H003,D0055,CC1015,INV-2023-000140,2023-07-21,2023-09-04,2023-08-31,2023-07-18,Laboratory,OPEX,14572.51,14997.04,424.53,2.91,ACH,Paid,FY2023,Q3,Over Budget
FIN000141,PO000141,V009,H001,D0016,CC1016,INV-2025-000141,2025-02-05,2025-03-22,2025-03-21,2025-02-02,Laboratory,OPEX,116579.02,124681.59,8102.57,6.95,ACH,Paid,FY2025,Q1,Over Budget
FIN000142,PO000142,V012,H005,D0096,CC1016,INV-2024-000142,2024-12-11,2025-02-09,2025-02-04,2024-12-09,Medical Supplies,CAPEX,23554.69,23739.14,184.45,0.78,Wire Transfer,Paid,FY2024,Q4,Over Budget
FIN000143,PO000143,V006,H004,D0073,CC1013,INV-2025-000143,2025-02-06,2025-04-07,2025-04-05,2025-02-05,Administration,CAPEX,7913424.71,7641965.46,-271459.25,-3.43,Cheque,Paid,FY2025,Q1,Within Budget
FIN000144,PO000144,V004,H004,D0078,CC1018,INV-2025-000144,2025-02-04,2025-03-21,2025-04-01,2025-02-01,Laboratory,CAPEX,10648.65,10258.2,-390.45,-3.67,Bank Transfer,Overdue,FY2025,Q1,Within Budget
FIN000145,PO000145,V003,H003,D0052,CC1012,INV-2025-000145,2025-08-28,2025-09-27,2025-09-22,2025-08-26,Pharmacy,OPEX,53773.97,56757.06,2983.09,5.55,Cheque,Paid,FY2025,Q3,Over Budget
FIN000146,PO000146,V002,H005,D0091,CC1011,INV-2024-000146,2024-09-24,2024-11-08,2024-11-15,2024-09-24,Pharmacy,OPEX,102934.02,107796.04,4862.02,4.72,UPI,Partially Paid,FY2024,Q3,Over Budget
FIN000147,PO000147,V006,H005,D0095,CC1015,INV-2025-000147,2025-10-23,2025-12-22,2025-12-18,2025-10-22,Pharmacy,OPEX,8195862.8,7729128.61,-466734.19,-5.69,Bank Transfer,Paid,FY2025,Q4,Within Budget
FIN000148,PO000148,V001,H005,D0089,CC1009,INV-2025-000148,2025-07-28,2025-08-27,2025-08-24,2025-07-28,Medical Supplies,CAPEX,247272.67,228811.95,-18460.72,-7.47,ACH,Paid,FY2025,Q3,Within Budget
FIN000149,PO000149,V003,H004,D0065,CC1005,INV-2023-000149,2023-08-03,2023-09-02,2023-08-30,2023-08-01,Equipment,OPEX,30488.53,33210.94,2722.41,8.93,ACH,Paid,FY2023,Q3,Over Budget
FIN000150,PO000150,V003,H002,D0040,CC1020,INV-2025-000150,2025-07-09,2025-08-08,2025-08-06,2025-07-07,Equipment,CAPEX,6442.87,6093.69,-349.18,-5.42,Cheque,Paid,FY2025,Q3,Within Budget
FIN000151,PO000151,V007,H003,D0046,CC1006,INV-2023-000151,2023-06-05,2023-08-04,,2023-06-03,Pharmacy,OPEX,27023904.21,24713742.29,-2310161.92,-8.55,Cheque,Pending,FY2023,Q2,Within Budget
FIN000152,PO000152,V004,H004,D0065,CC1005,INV-2024-000152,2024-03-15,2024-04-29,,2024-03-14,Equipment,CAPEX,10926.3,10000.47,-925.83,-8.47,UPI,Pending,FY2024,Q1,Within Budget
FIN000153,PO000153,V007,H004,D0077,CC1017,INV-2023-000153,2023-06-19,2023-08-18,2023-08-14,2023-06-16,Medical Supplies,CAPEX,10373479.57,10659637.43,286157.86,2.76,Wire Transfer,Paid,FY2023,Q2,Over Budget
FIN000154,PO000154,V001,H005,D0088,CC1008,INV-2024-000154,2024-07-30,2024-08-29,2024-08-24,2024-07-28,Pharmacy,OPEX,49523.38,47868.76,-1654.62,-3.34,ACH,Paid,FY2024,Q3,Within Budget
FIN000155,PO000155,V002,H003,D0054,CC1014,INV-2023-000155,2023-03-06,2023-04-20,2023-04-23,2023-03-04,Medical Supplies,CAPEX,259129.54,260616.26,1486.72,0.57,Wire Transfer,Partially Paid,FY2023,Q1,Over Budget
FIN000156,PO000156,V010,H004,D0080,CC1020,INV-2023-000156,2023-02-16,2023-04-02,2023-04-02,2023-02-16,Pharmacy,CAPEX,1692.81,1643.75,-49.06,-2.9,Bank Transfer,Paid,FY2023,Q1,Within Budget
FIN000157,PO000157,V012,H005,D0089,CC1009,INV-2023-000157,2023-06-02,2023-08-01,2023-07-30,2023-06-01,Administration,CAPEX,12251.82,13325.33,1073.51,8.76,UPI,Paid,FY2023,Q2,Over Budget
FIN000158,PO000158,V007,H002,D0033,CC1013,INV-2025-000158,2025-11-24,2026-01-23,2026-02-17,2025-11-23,Medical Supplies,CAPEX,7616064.48,7264091.62,-351972.86,-4.62,UPI,Overdue,FY2025,Q4,Within Budget
FIN000159,PO000159,V008,H001,D0011,CC1011,INV-2023-000159,2023-03-27,2023-05-26,2023-05-24,2023-03-25,Equipment,CAPEX,28766913.86,29305455.02,538541.16,1.87,Cheque,Paid,FY2023,Q1,Over Budget
FIN000160,PO000160,V002,H001,D0016,CC1016,INV-2025-000160,2025-07-08,2025-08-22,2025-08-17,2025-07-06,Pharmacy,CAPEX,290628.99,266604.94,-24024.05,-8.27,Bank Transfer,Paid,FY2025,Q3,Within Budget
FIN000161,PO000161,V011,H003,D0044,CC1004,INV-2024-000161,2024-08-05,2024-10-04,2024-10-11,2024-08-04,Medical Supplies,OPEX,5411.51,5524.05,112.54,2.08,UPI,Partially Paid,FY2024,Q3,Over Budget
FIN000162,PO000162,V012,H004,D0071,CC1011,INV-2023-000162,2023-08-07,2023-10-06,,2023-08-07,Equipment,OPEX,25503.64,23307.63,-2196.01,-8.61,UPI,Pending,FY2023,Q3,Within Budget
FIN000163,PO000163,V009,H001,D0009,CC1009,INV-2024-000163,2024-12-13,2025-01-27,2025-01-26,2024-12-12,Pharmacy,OPEX,39817.2,42311.86,2494.66,6.27,UPI,Paid,FY2024,Q4,Over Budget
FIN000164,PO000164,V005,H001,D0008,CC1008,INV-2024-000164,2024-10-26,2024-12-25,2025-01-02,2024-10-25,Pharmacy,OPEX,19297277.36,21427917.08,2130639.72,11.04,Bank Transfer,Partially Paid,FY2024,Q4,Over Budget
FIN000165,PO000165,V006,H004,D0069,CC1009,INV-2023-000165,2023-07-23,2023-09-21,2023-09-19,2023-07-23,Equipment,CAPEX,21653941.13,20978201.2,-675739.93,-3.12,Bank Transfer,Paid,FY2023,Q3,Within Budget
FIN000166,PO000166,V004,H004,D0065,CC1005,INV-2023-000166,2023-05-12,2023-06-26,2023-06-23,2023-05-12,Administration,OPEX,10000.76,10697.72,696.96,6.97,Bank Transfer,Paid,FY2023,Q2,Over Budget
FIN000167,PO000167,V008,H002,D0027,CC1007,INV-2024-000167,2024-09-07,2024-11-06,2024-11-06,2024-09-05,Laboratory,OPEX,8910843.35,8953379.13,42535.78,0.48,UPI,Paid,FY2024,Q3,Over Budget
FIN000168,PO000168,V009,H003,D0053,CC1013,INV-2025-000168,2025-09-29,2025-11-13,2025-11-13,2025-09-27,Medical Supplies,CAPEX,59211.47,65162.57,5951.1,10.05,Cheque,Paid,FY2025,Q3,Over Budget
FIN000169,PO000169,V001,H003,D0049,CC1009,INV-2024-000169,2024-08-01,2024-08-31,2024-08-28,2024-08-01,Medical Supplies,OPEX,241587.83,245203.42,3615.59,1.5,Wire Transfer,Paid,FY2024,Q3,Over Budget
FIN000170,PO000170,V010,H002,D0033,CC1013,INV-2023-000170,2023-03-15,2023-04-29,2023-04-25,2023-03-15,Administration,CAPEX,3681.11,3603.07,-78.04,-2.12,Cheque,Paid,FY2023,Q1,Within Budget
FIN000171,PO000171,V002,H004,D0071,CC1011,INV-2023-000171,2023-01-25,2023-03-11,2023-03-07,2023-01-23,Laboratory,OPEX,285194.1,259520.86,-25673.24,-9.0,Bank Transfer,Paid,FY2023,Q1,Within Budget
FIN000172,PO000172,V008,H003,D0053,CC1013,INV-2023-000172,2023-03-26,2023-05-25,2023-05-24,2023-03-25,Laboratory,CAPEX,23571622.24,22018059.91,-1553562.33,-6.59,Cheque,Paid,FY2023,Q1,Within Budget
FIN000173,PO000173,V004,H002,D0022,CC1002,INV-2025-000173,2025-02-04,2025-03-21,2025-03-19,2025-02-04,Pharmacy,CAPEX,9794.58,9997.06,202.48,2.07,ACH,Paid,FY2025,Q1,Over Budget
FIN000174,PO000174,V002,H002,D0026,CC1006,INV-2023-000174,2023-11-30,2024-01-14,2024-01-14,2023-11-27,Medical Supplies,CAPEX,216193.11,208406.18,-7786.93,-3.6,Bank Transfer,Paid,FY2023,Q4,Within Budget
FIN000175,PO000175,V010,H003,D0051,CC1011,INV-2025-000175,2025-07-14,2025-08-28,2025-09-19,2025-07-12,Medical Supplies,CAPEX,4996.86,4763.82,-233.04,-4.66,Bank Transfer,Overdue,FY2025,Q3,Within Budget
FIN000176,PO000176,V007,H002,D0038,CC1018,INV-2025-000176,2025-06-26,2025-08-25,2025-08-31,2025-06-23,Pharmacy,CAPEX,35820539.52,36471121.35,650581.83,1.82,Wire Transfer,Overdue,FY2025,Q2,Over Budget
FIN000177,PO000177,V008,H002,D0029,CC1009,INV-2023-000177,2023-04-28,2023-06-27,2023-06-24,2023-04-27,Equipment,OPEX,2548683.74,2768141.7,219457.96,8.61,Wire Transfer,Paid,FY2023,Q2,Over Budget
FIN000178,PO000178,V009,H005,D0083,CC1003,INV-2024-000178,2024-03-22,2024-05-06,2024-05-04,2024-03-20,Administration,OPEX,70259.8,65720.2,-4539.6,-6.46,Cheque,Paid,FY2024,Q1,Within Budget
FIN000179,PO000179,V010,H001,D0011,CC1011,INV-2025-000179,2025-06-14,2025-07-29,2025-07-24,2025-06-14,Pharmacy,OPEX,6490.41,6071.3,-419.11,-6.46,ACH,Paid,FY2025,Q2,Within Budget
FIN000180,PO000180,V001,H005,D0097,CC1017,INV-2023-000180,2023-06-10,2023-07-10,2023-07-15,2023-06-08,Medical Supplies,OPEX,76575.43,80212.75,3637.32,4.75,ACH,Partially Paid,FY2023,Q2,Over Budget
FIN000181,PO000181,V012,H002,D0028,CC1008,INV-2025-000181,2025-06-21,2025-08-20,2025-08-15,2025-06-18,Medical Supplies,OPEX,15871.7,15663.93,-207.77,-1.31,UPI,Paid,FY2025,Q2,Within Budget
FIN000182,PO000182,V007,H003,D0046,CC1006,INV-2024-000182,2024-01-20,2024-03-20,2024-03-19,2024-01-17,Pharmacy,CAPEX,5911537.44,6268685.94,357148.5,6.04,Wire Transfer,Paid,FY2024,Q1,Over Budget
FIN000183,PO000183,V006,H001,D0002,CC1002,INV-2025-000183,2025-07-03,2025-09-01,2025-09-10,2025-07-03,Equipment,OPEX,19501957.34,18478837.27,-1023120.07,-5.25,Bank Transfer,Overdue,FY2025,Q3,Within Budget
FIN000184,PO000184,V003,H005,D0089,CC1009,INV-2024-000184,2024-11-21,2024-12-21,2024-12-18,2024-11-18,Laboratory,CAPEX,4041.33,4234.33,193.0,4.78,ACH,Paid,FY2024,Q4,Over Budget
FIN000185,PO000185,V008,H002,D0032,CC1012,INV-2025-000185,2025-01-11,2025-03-12,2025-03-12,2025-01-11,Pharmacy,CAPEX,16447053.79,15649126.3,-797927.49,-4.85,UPI,Paid,FY2025,Q1,Within Budget
FIN000186,PO000186,V003,H001,D0008,CC1008,INV-2023-000186,2023-11-14,2023-12-14,2023-12-10,2023-11-14,Medical Supplies,OPEX,8203.06,7937.73,-265.33,-3.23,ACH,Paid,FY2023,Q4,Within Budget
FIN000187,PO000187,V009,H004,D0063,CC1003,INV-2024-000187,2024-10-22,2024-12-06,,2024-10-21,Pharmacy,CAPEX,90158.1,93886.93,3728.83,4.14,Wire Transfer,Pending,FY2024,Q4,Over Budget
FIN000188,PO000188,V005,H004,D0079,CC1019,INV-2023-000188,2023-05-23,2023-07-22,,2023-05-20,Equipment,OPEX,28082605.09,30392532.75,2309927.66,8.23,Cheque,Pending,FY2023,Q2,Over Budget
FIN000189,PO000189,V010,H003,D0058,CC1018,INV-2025-000189,2025-02-11,2025-03-28,2025-03-23,2025-02-10,Pharmacy,OPEX,1967.65,1954.91,-12.74,-0.65,Cheque,Paid,FY2025,Q1,Within Budget
FIN000190,PO000190,V008,H002,D0040,CC1020,INV-2025-000190,2025-08-25,2025-10-24,2025-10-21,2025-08-25,Medical Supplies,CAPEX,846730.26,789600.4,-57129.86,-6.75,UPI,Paid,FY2025,Q3,Within Budget
FIN000191,PO000191,V003,H005,D0087,CC1007,INV-2025-000191,2025-10-31,2025-11-30,,2025-10-28,Laboratory,CAPEX,12514.61,12694.15,179.54,1.43,Bank Transfer,Pending,FY2025,Q4,Over Budget
FIN000192,PO000192,V001,H004,D0067,CC1007,INV-2025-000192,2025-11-08,2025-12-08,2025-12-04,2025-11-06,Laboratory,CAPEX,176937.48,180363.22,3425.74,1.94,Bank Transfer,Paid,FY2025,Q4,Over Budget
FIN000193,PO000193,V011,H003,D0047,CC1007,INV-2025-000193,2025-02-02,2025-04-03,2025-03-30,2025-02-02,Laboratory,OPEX,15225.89,15421.08,195.19,1.28,Cheque,Paid,FY2025,Q1,Over Budget
FIN000194,PO000194,V010,H005,D0085,CC1005,INV-2024-000194,2024-12-01,2025-01-15,2025-01-14,2024-11-29,Medical Supplies,OPEX,3124.12,2908.58,-215.54,-6.9,UPI,Paid,FY2024,Q4,Within Budget
FIN000195,PO000195,V007,H005,D0082,CC1002,INV-2024-000195,2024-06-27,2024-08-26,2024-08-21,2024-06-25,Equipment,OPEX,16796922.85,16763556.46,-33366.39,-0.2,Bank Transfer,Paid,FY2024,Q2,Within Budget
FIN000196,PO000196,V006,H005,D0097,CC1017,INV-2024-000196,2024-10-20,2024-12-19,2024-12-18,2024-10-19,Medical Supplies,OPEX,33281591.09,35814043.52,2532452.43,7.61,Cheque,Paid,FY2024,Q4,Over Budget
FIN000197,PO000197,V005,H002,D0022,CC1002,INV-2025-000197,2025-03-09,2025-05-08,,2025-03-06,Administration,CAPEX,25176527.06,25359352.43,182825.37,0.73,Wire Transfer,Pending,FY2025,Q1,Over Budget
FIN000198,PO000198,V008,H005,D0094,CC1014,INV-2025-000198,2025-12-02,2026-01-31,2026-01-26,2025-12-02,Pharmacy,CAPEX,616675.13,662955.04,46279.91,7.5,UPI,Paid,FY2025,Q4,Over Budget
FIN000199,PO000199,V007,H003,D0042,CC1002,INV-2025-000199,2025-10-18,2025-12-17,2025-12-14,2025-10-18,Medical Supplies,OPEX,2441587.28,2679428.27,237840.99,9.74,Wire Transfer,Paid,FY2025,Q4,Over Budget
FIN000200,PO000200,V002,H002,D0027,CC1007,INV-2025-000200,2025-11-13,2025-12-28,2025-12-28,2025-11-13,Administration,CAPEX,177654.74,166602.45,-11052.29,-6.22,Cheque,Paid,FY2025,Q4,Within Budget
FIN000201,PO000201,V009,H004,D0071,CC1011,INV-2023-000201,2023-12-11,2024-01-25,2024-01-21,2023-12-11,Equipment,CAPEX,88818.12,87413.74,-1404.38,-1.58,UPI,Paid,FY2023,Q4,Within Budget
FIN000202,PO000202,V010,H001,D0008,CC1008,INV-2024-000202,2024-05-21,2024-07-05,2024-07-12,2024-05-20,Medical Supplies,CAPEX,4325.47,4346.66,21.19,0.49,Bank Transfer,Partially Paid,FY2024,Q2,Over Budget
FIN000203,PO000203,V005,H003,D0058,CC1018,INV-2024-000203,2024-10-22,2024-12-21,2024-12-16,2024-10-21,Laboratory,CAPEX,28591984.24,28565994.89,-25989.35,-0.09,UPI,Paid,FY2024,Q4,Within Budget
FIN000204,PO000204,V010,H004,D0074,CC1014,INV-2024-000204,2024-08-19,2024-10-03,2024-10-01,2024-08-18,Laboratory,CAPEX,3156.45,3142.15,-14.3,-0.45,Wire Transfer,Paid,FY2024,Q3,Within Budget
FIN000205,PO000205,V004,H002,D0029,CC1009,INV-2023-000205,2023-04-28,2023-06-12,,2023-04-28,Pharmacy,OPEX,18323.46,17690.5,-632.96,-3.45,Wire Transfer,Pending,FY2023,Q2,Within Budget
FIN000206,PO000206,V001,H005,D0096,CC1016,INV-2023-000206,2023-07-01,2023-07-31,2023-07-26,2023-06-28,Administration,OPEX,157026.92,170885.53,13858.61,8.83,Wire Transfer,Paid,FY2023,Q2,Over Budget
FIN000207,PO000207,V012,H003,D0053,CC1013,INV-2023-000207,2023-07-25,2023-09-23,2023-09-27,2023-07-24,Laboratory,OPEX,17716.71,19335.05,1618.34,9.13,UPI,Partially Paid,FY2023,Q3,Over Budget
FIN000208,PO000208,V004,H004,D0073,CC1013,INV-2025-000208,2025-03-31,2025-05-15,2025-05-12,2025-03-31,Pharmacy,OPEX,31159.6,29910.34,-1249.26,-4.01,UPI,Paid,FY2025,Q1,Within Budget
FIN000209,PO000209,V012,H005,D0086,CC1006,INV-2023-000209,2023-03-21,2023-05-20,2023-05-20,2023-03-18,Pharmacy,CAPEX,12764.48,13894.21,1129.73,8.85,ACH,Paid,FY2023,Q1,Over Budget
FIN000210,PO000210,V012,H004,D0078,CC1018,INV-2023-000210,2023-04-09,2023-06-08,2023-06-15,2023-04-07,Equipment,OPEX,13455.85,12342.17,-1113.68,-8.28,ACH,Partially Paid,FY2023,Q2,Within Budget
FIN000211,PO000211,V007,H002,D0021,CC1001,INV-2023-000211,2023-02-06,2023-04-07,2023-04-15,2023-02-04,Administration,OPEX,3394034.77,3645622.71,251587.94,7.41,Wire Transfer,Overdue,FY2023,Q1,Over Budget
FIN000212,PO000212,V005,H005,D0093,CC1013,INV-2023-000212,2023-09-09,2023-11-08,2023-11-07,2023-09-08,Equipment,OPEX,10387013.2,9659834.8,-727178.4,-7.0,UPI,Paid,FY2023,Q3,Within Budget
FIN000213,PO000213,V008,H001,D0012,CC1012,INV-2025-000213,2025-08-16,2025-10-15,,2025-08-15,Medical Supplies,CAPEX,702234.14,661356.52,-40877.62,-5.82,Wire Transfer,Pending,FY2025,Q3,Within Budget
FIN000214,PO000214,V002,H004,D0067,CC1007,INV-2023-000214,2023-11-04,2023-12-19,2023-12-28,2023-11-03,Pharmacy,CAPEX,175573.63,169591.69,-5981.94,-3.41,ACH,Partially Paid,FY2023,Q4,Within Budget
FIN000215,PO000215,V011,H004,D0078,CC1018,INV-2024-000215,2024-02-04,2024-04-04,2024-04-11,2024-02-02,Equipment,CAPEX,18069.44,17947.36,-122.08,-0.68,UPI,Partially Paid,FY2024,Q1,Within Budget
FIN000216,PO000216,V003,H004,D0076,CC1016,INV-2025-000216,2025-08-26,2025-09-25,,2025-08-23,Laboratory,CAPEX,8212.24,7486.85,-725.39,-8.83,ACH,Pending,FY2025,Q3,Within Budget
FIN000217,PO000217,V007,H001,D0009,CC1009,INV-2023-000217,2023-06-17,2023-08-16,2023-08-22,2023-06-16,Laboratory,CAPEX,35858945.44,33721721.8,-2137223.64,-5.96,UPI,Overdue,FY2023,Q2,Within Budget
FIN000218,PO000218,V012,H004,D0063,CC1003,INV-2023-000218,2023-10-15,2023-12-14,2023-12-13,2023-10-15,Pharmacy,CAPEX,12775.98,11754.96,-1021.02,-7.99,UPI,Paid,FY2023,Q4,Within Budget
FIN000219,PO000219,V008,H004,D0072,CC1012,INV-2025-000219,2025-10-02,2025-12-01,2025-11-30,2025-09-29,Laboratory,CAPEX,27647526.43,29745483.37,2097956.94,7.59,Bank Transfer,Paid,FY2025,Q3,Over Budget
FIN000220,PO000220,V002,H003,D0048,CC1008,INV-2024-000220,2024-09-06,2024-10-21,2024-10-20,2024-09-03,Laboratory,OPEX,191539.39,194855.96,3316.57,1.73,Wire Transfer,Paid,FY2024,Q3,Over Budget
FIN000221,PO000221,V009,H004,D0080,CC1020,INV-2025-000221,2025-12-09,2026-01-23,2026-02-02,2025-12-07,Pharmacy,OPEX,42924.8,45427.5,2502.7,5.83,ACH,Partially Paid,FY2025,Q4,Over Budget
FIN000222,PO000222,V008,H004,D0080,CC1020,INV-2025-000222,2025-01-24,2025-03-25,,2025-01-21,Equipment,CAPEX,2582366.46,2845079.26,262712.8,10.17,Cheque,Pending,FY2025,Q1,Over Budget
FIN000223,PO000223,V001,H001,D0007,CC1007,INV-2025-000223,2025-04-11,2025-05-11,2025-05-10,2025-04-11,Equipment,CAPEX,159675.68,156075.08,-3600.6,-2.25,Bank Transfer,Paid,FY2025,Q2,Within Budget
FIN000224,PO000224,V011,H005,D0097,CC1017,INV-2025-000224,2025-02-09,2025-04-10,2025-04-10,2025-02-08,Equipment,CAPEX,26394.64,25013.06,-1381.58,-5.23,UPI,Paid,FY2025,Q1,Within Budget
FIN000225,PO000225,V009,H002,D0030,CC1010,INV-2024-000225,2024-09-08,2024-10-23,2024-11-12,2024-09-08,Administration,OPEX,107808.4,108741.1,932.7,0.87,UPI,Overdue,FY2024,Q3,Over Budget
FIN000226,PO000226,V003,H005,D0090,CC1010,INV-2025-000226,2025-07-12,2025-08-11,2025-08-11,2025-07-11,Administration,CAPEX,30261.67,29814.17,-447.5,-1.48,ACH,Paid,FY2025,Q3,Within Budget
FIN000227,PO000227,V010,H005,D0089,CC1009,INV-2025-000227,2025-01-11,2025-02-25,,2025-01-10,Medical Supplies,CAPEX,3258.54,3213.13,-45.41,-1.39,Bank Transfer,Pending,FY2025,Q1,Within Budget
FIN000228,PO000228,V003,H001,D0002,CC1002,INV-2025-000228,2025-04-19,2025-05-19,2025-05-16,2025-04-19,Medical Supplies,CAPEX,10386.02,9522.51,-863.51,-8.31,Wire Transfer,Paid,FY2025,Q2,Within Budget
FIN000229,PO000229,V009,H003,D0053,CC1013,INV-2023-000229,2023-09-27,2023-11-11,2023-11-11,2023-09-27,Pharmacy,OPEX,50294.13,52900.54,2606.41,5.18,Bank Transfer,Paid,FY2023,Q3,Over Budget
