Staff_ID,Hospital_ID,Department_ID,Job_Role,Staff_Type,Years_Experience,Shift,Employment_Type,Performance_Rating,Status
S01293,H004,D0061,Pharmacist,Clinical Support,18,Morning,Full-Time,3.9,Active
S01294,H004,D0061,Nurse,Clinical,18,Evening,Part-Time,4.7,Active
S01295,H004,D0061,Nurse,Clinical,10,Night,Full-Time,3.3,Active
S01296,H004,D0061,Doctor,Clinical,1,Morning,Part-Time,4.3,Active
S01297,H004,D0061,Nurse,Clinical,3,Morning,Part-Time,4.7,Active
S01298,H004,D0061,Maintenance Engineer,Non-Clinical,20,Evening,Full-Time,3.9,Active
S01299,H004,D0061,Pharmacist,Clinical Support,18,Evening,Part-Time,3.7,Active
S01300,H004,D0061,Nurse,Clinical,14,Night,Full-Time,4.2,Active
S01301,H004,D0061,Maintenance Engineer,Non-Clinical,8,Night,Part-Time,3.8,Active
S01302,H004,D0061,Administrator,Non-Clinical,19,Evening,Full-Time,5.0,Active
S01303,H004,D0061,Administrator,Non-Clinical,16,Night,Part-Time,3.2,Active
S01304,H004,D0061,Pharmacist,Clinical Support,3,Morning,Part-Time,3.9,Active
S01305,H004,D0061,Doctor,Clinical,17,Night,Full-Time,3.5,Active
S01306,H004,D0061,Procurement Officer,Non-Clinical,3,Night,Part-Time,4.2,Active
S01307,H004,D0062,Administrator,Non-Clinical,1,Evening,Part-Time,4.0,Active
S01308,H004,D0062,Pharmacist,Clinical Support,19,Night,Part-Time,3.8,Active
S01309,H004,D0062,Maintenance Engineer,Non-Clinical,10,Evening,Full-Time,3.1,Active
S01310,H004,D0062,Administrator,Non-Clinical,10,Night,Part-Time,3.1,Active
S01311,H004,D0062,Pharmacist,Clinical Support,19,Morning,Full-Time,4.3,Active
S01312,H004,D0062,Technician,Clinical Support,20,Morning,Part-Time,4.0,Active
S01313,H004,D0062,Nurse,Clinical,17,Morning,Part-Time,3.5,Active
S01314,H004,D0062,Administrator,Non-Clinical,9,Evening,Part-Time,3.0,Active
S01315,H004,D0062,Doctor,Clinical,20,Morning,Full-Time,4.3,Active
S01316,H004,D0062,Technician,Clinical Support,6,Evening,Full-Time,4.0,Active
S01317,H004,D0062,Maintenance Engineer,Non-Clinical,17,Morning,Part-Time,5.0,Active
S01318,H004,D0062,Nurse,Clinical,20,Morning,Part-Time,4.5,Active
S01319,H004,D0062,Pharmacist,Clinical Support,13,Morning,Part-Time,4.5,Active
S01320,H004,D0062,Nurse,Clinical,7,Night,Part-Time,3.1,Active
S01321,H004,D0062,Technician,Clinical Support,4,Morning,Full-Time,3.9,Active
S01322,H004,D0062,Pharmacist,Clinical Support,10,Evening,Full-Time,3.8,Active
S01323,H004,D0062,Procurement Officer,Non-Clinical,13,Evening,Part-Time,3.3,Active
S01324,H004,D0062,Maintenance Engineer,Non-Clinical,14,Morning,Part-Time,4.9,Active
S01325,H004,D0062,Pharmacist,Clinical Support,13,Night,Part-Time,4.9,Active
S01326,H004,D0062,Procurement Officer,Non-Clinical,2,Morning,Part-Time,4.9,Active
S01327,H004,D0062,Pharmacist,Clinical Support,20,Night,Part-Time,3.7,Active
S01328,H004,D0062,Technician,Clinical Support,4,Evening,Part-Time,3.9,Active
S01329,H004,D0063,Procurement Officer,Non-Clinical,19,Morning,Part-Time,4.4,Active
S01330,H004,D0063,Nurse,Clinical,11,Night,Full-Time,4.3,Active
S01331,H004,D0063,Maintenance Engineer,Non-Clinical,3,Morning,Part-Time,3.2,Active
S01332,H004,D0063,Doctor,Clinical,15,Evening,Full-Time,4.5,Active
S01333,H004,D0063,Technician,Clinical Support,7,Morning,Full-Time,4.2,Active
S01334,H004,D0063,Doctor,Clinical,20,Night,Full-Time,4.9,Active
S01335,H004,D0063,Procurement Officer,Non-Clinical,4,Night,Full-Time,3.2,Active
S01336,H004,D0063,Administrator,Non-Clinical,5,Evening,Full-Time,4.8,Active
S01337,H004,D0063,Procurement Officer,Non-Clinical,6,Evening,Part-Time,3.9,Active
S01338,H004,D0063,Doctor,Clinical,15,Evening,Part-Time,4.4,Active
S01339,H004,D0063,Procurement Officer,Non-Clinical,11,Evening,Full-Time,4.6,Active
S01340,H004,D0063,Technician,Clinical Support,2,Evening,Part-Time,3.7,Active
S01341,H004,D0063,Doctor,Clinical,9,Evening,Full-Time,3.9,Active
S01342,H004,D0063,Pharmacist,Clinical Support,7,Night,Part-Time,3.4,Active
S01343,H004,D0063,Pharmacist,Clinical Support,4,Morning,Part-Time,3.4,Active
S01344,H004,D0063,Procurement Officer,Non-Clinical,4,Evening,Part-Time,3.2,Active
S01345,H004,D0063,Doctor,Clinical,3,Night,Part-Time,4.6,Active
S01346,H004,D0063,Doctor,Clinical,16,Morning,Full-Time,4.9,Active
S01347,H004,D0063,Procurement Officer,Non-Clinical,13,Evening,Full-Time,4.4,Active
S01348,H004,D0064,Administrator,Non-Clinical,1,Night,Part-Time,4.0,Active
S01349,H004,D0064,Pharmacist,Clinical Support,3,Night,Full-Time,3.0,Active
S01350,H004,D0064,Procurement Officer,Non-Clinical,16,Morning,Part-Time,3.7,Active
S01351,H004,D0064,Technician,Clinical Support,13,Morning,Full-Time,3.7,Active
S01352,H004,D0064,Maintenance Engineer,Non-Clinical,11,Morning,Part-Time,4.5,Active
S01353,H004,D0064,Technician,Clinical Support,7,Morning,Full-Time,4.9,Active
S01354,H004,D0064,Procurement Officer,Non-Clinical,7,Evening,Part-Time,4.8,Active
S01355,H004,D0064,Procurement Officer,Non-Clinical,12,Evening,Full-Time,4.8,Active
S01356,H004,D0064,Pharmacist,Clinical Support,7,Morning,Full-Time,3.4,Active
S01357,H004,D0064,Procurement Officer,Non-Clinical,19,Morning,Part-Time,3.8,Active
S01358,H004,D0064,Maintenance Engineer,Non-Clinical,18,Night,Part-Time,4.0,Active
S01359,H004,D0064,Maintenance Engineer,Non-Clinical,15,Morning,Full-Time,3.7,Active
S01360,H004,D0064,Technician,Clinical Support,2,Evening,Full-Time,3.4,Active
S01361,H004,D0064,Procurement Officer,Non-Clinical,17,Evening,Full-Time,4.5,Active
S01362,H004,D0064,Nurse,Clinical,3,Morning,Full-Time,4.0,Active
S01363,H004,D0064,Doctor,Clinical,16,Night,Full-Time,3.5,Active
S01364,H004,D0064,Procurement Officer,Non-Clinical,5,Morning,Full-Time,4.3,Active
S01365,H004,D0064,Technician,Clinical Support,4,Evening,Full-Time,4.7,Active
S01366,H004,D0064,Doctor,Clinical,4,Morning,Part-Time,4.2,Active
S01367,H004,D0064,Administrator,Non-Clinical,8,Morning,Full-Time,3.9,Active
S01368,H004,D0064,Maintenance Engineer,Non-Clinical,13,Evening,Full-Time,5.0,Active
S01369,H004,D0064,Administrator,Non-Clinical,18,Morning,Part-Time,4.7,Active
S01370,H004,D0064,Maintenance Engineer,Non-Clinical,7,Morning,Full-Time,3.7,Active
S01371,H004,D0064,Doctor,Clinical,9,Morning,Part-Time,3.3,Active
S01372,H004,D0065,Administrator,Non-Clinical,6,Evening,Full-Time,4.9,Active
S01373,H004,D0065,Doctor,Clinical,5,Morning,Part-Time,4.6,Active
S01374,H004,D0065,Doctor,Clinical,16,Morning,Full-Time,3.0,Active
S01375,H004,D0065,Doctor,Clinical,19,Evening,Part-Time,4.4,Active
S01376,H004,D0065,Maintenance Engineer,Non-Clinical,16,Night,Full-Time,3.4,Active
S01377,H004,D0065,Procurement Officer,Non-Clinical,9,Night,Part-Time,3.8,Active
S01378,H004,D0065,Nurse,Clinical,20,Night,Full-Time,4.2,Active
S01379,H004,D0065,Procurement Officer,Non-Clinical,16,Night,Full-Time,4.3,Active
S01380,H004,D0065,Maintenance Engineer,Non-Clinical,10,Evening,Part-Time,3.0,Active
S01381,H004,D0065,Nurse,Clinical,7,Morning,Full-Time,4.2,Active
S01382,H004,D0065,Maintenance Engineer,Non-Clinical,18,Night,Full-Time,3.9,Active
S01383,H004,D0065,Procurement Officer,Non-Clinical,7,Evening,Full-Time,3.4,Active
S01384,H004,D0065,Maintenance Engineer,Non-Clinical,5,Night,Part-Time,4.0,Active
S01385,H004,D0065,Nurse,Clinical,2,Morning,Part-Time,3.6,Active
S01386,H004,D0065,Pharmacist,Clinical Support,9,Evening,Part-Time,3.1,Active
S01387,H004,D0065,Procurement Officer,Non-Clinical,2,Night,Full-Time,3.3,Active
S01388,H004,D0065,Doctor,Clinical,16,Night,Full-Time,3.1,Active
S01389,H004,D0065,Nurse,Clinical,15,Night,Part-Time,3.8,Active
S01390,H004,D0065,Procurement Officer,Non-Clinical,11,Morning,Full-Time,3.7,Active
S01391,H004,D0065,Doctor,Clinical,8,Night,Part-Time,4.7,Active
S01392,H004,D0065,Pharmacist,Clinical Support,8,Morning,Part-Time,4.2,Active
S01393,H004,D0065,Doctor,Clinical,14,Morning,Full-Time,4.9,Active
S01394,H004,D0065,Pharmacist,Clinical Support,6,Evening,Part-Time,3.3,Active
S01395,H004,D0066,Procurement Officer,Non-Clinical,12,Evening,Full-Time,3.7,Active
S01396,H004,D0066,Doctor,Clinical,19,Morning,Part-Time,3.3,Active
S01397,H004,D0066,Maintenance Engineer,Non-Clinical,15,Evening,Part-Time,3.3,Active
S01398,H004,D0066,Technician,Clinical Support,8,Evening,Full-Time,4.6,Active
S01399,H004,D0066,Procurement Officer,Non-Clinical,20,Morning,Full-Time,3.2,Active
S01400,H004,D0066,Maintenance Engineer,Non-Clinical,17,Evening,Full-Time,4.2,Active
S01401,H004,D0066,Maintenance Engineer,Non-Clinical,15,Evening,Full-Time,4.5,Active
S01402,H004,D0066,Procurement Officer,Non-Clinical,8,Morning,Part-Time,3.9,Active
S01403,H004,D0066,Nurse,Clinical,19,Morning,Full-Time,3.8,Active
S01404,H004,D0066,Doctor,Clinical,2,Evening,Full-Time,3.9,Active
S01405,H004,D0066,Pharmacist,Clinical Support,16,Night,Full-Time,3.9,Active
S01406,H004,D0066,Nurse,Clinical,3,Night,Full-Time,4.4,Active
S01407,H004,D0066,Pharmacist,Clinical Support,7,Morning,Part-Time,3.6,Active
S01408,H004,D0066,Procurement Officer,Non-Clinical,3,Morning,Part-Time,4.3,Active
S01409,H004,D0066,Nurse,Clinical,15,Night,Full-Time,5.0,Active
S01410,H004,D0066,Pharmacist,Clinical Support,5,Night,Part-Time,3.4,Active
S01411,H004,D0066,Maintenance Engineer,Non-Clinical,12,Night,Part-Time,4.4,Active
S01412,H004,D0066,Doctor,Clinical,3,Evening,Part-Time,4.1,Active
S01413,H004,D0067,Pharmacist,Clinical Support,9,Night,Full-Time,4.6,Active
S01414,H004,D0067,Doctor,Clinical,20,Evening,Full-Time,4.0,Active
S01415,H004,D0067,Procurement Officer,Non-Clinical,12,Morning,Full-Time,3.8,Active
S01416,H004,D0067,Pharmacist,Clinical Support,20,Morning,Part-Time,3.7,Active
S01417,H004,D0067,Procurement Officer,Non-Clinical,18,Night,Full-Time,4.1,Active
S01418,H004,D0067,Maintenance Engineer,Non-Clinical,7,Morning,Part-Time,3.5,Active
S01419,H004,D0067,Doctor,Clinical,16,Night,Full-Time,4.5,Active
S01420,H004,D0067,Maintenance Engineer,Non-Clinical,8,Evening,Part-Time,4.8,Active
S01421,H004,D0067,Administrator,Non-Clinical,14,Evening,Full-Time,3.1,Active
S01422,H004,D0067,Technician,Clinical Support,15,Evening,Full-Time,3.9,Active
S01423,H004,D0067,Administrator,Non-Clinical,18,Evening,Part-Time,4.2,Active
S01424,H004,D0067,Maintenance Engineer,Non-Clinical,3,Morning,Part-Time,3.2,Active
S01425,H004,D0067,Pharmacist,Clinical Support,6,Evening,Full-Time,3.2,Active
S01426,H004,D0067,Technician,Clinical Support,4,Night,Full-Time,4.0,Active
S01427,H004,D0067,Maintenance Engineer,Non-Clinical,7,Night,Full-Time,3.6,Active
S01428,H004,D0067,Procurement Officer,Non-Clinical,18,Morning,Part-Time,3.7,Active
S01429,H004,D0067,Pharmacist,Clinical Support,1,Evening,Full-Time,3.1,Active
S01430,H004,D0067,Maintenance Engineer,Non-Clinical,8,Night,Part-Time,3.8,Active
S01431,H004,D0067,Technician,Clinical Support,11,Evening,Part-Time,3.9,Active
S01432,H004,D0067,Administrator,Non-Clinical,5,Evening,Full-Time,4.6,Active
S01433,H004,D0067,Nurse,Clinical,16,Evening,Part-Time,4.5,Active
S01434,H004,D0068,Nurse,Clinical,12,Evening,Part-Time,4.9,Active
S01435,H004,D0068,Administrator,Non-Clinical,6,Night,Part-Time,3.4,Active
S01436,H004,D0068,Nurse,Clinical,5,Morning,Full-Time,3.2,Active
S01437,H004,D0068,Technician,Clinical Support,19,Morning,Part-Time,3.5,Active
S01438,H004,D0068,Nurse,Clinical,7,Night,Full-Time,4.3,Active
S01439,H004,D0068,Technician,Clinical Support,5,Evening,Part-Time,4.1,Active
S01440,H004,D0068,Nurse,Clinical,18,Evening,Full-Time,4.8,Active
S01441,H004,D0068,Pharmacist,Clinical Support,16,Morning,Part-Time,4.9,Active
S01442,H004,D0068,Nurse,Clinical,1,Night,Part-Time,4.3,Active
S01443,H004,D0068,Technician,Clinical Support,16,Evening,Full-Time,4.6,Active
S01444,H004,D0068,Procurement Officer,Non-Clinical,15,Evening,Full-Time,4.5,Active
S01445,H004,D0068,Doctor,Clinical,5,Night,Full-Time,3.6,Active
S01446,H004,D0068,Pharmacist,Clinical Support,20,Morning,Part-Time,3.7,Active
S01447,H004,D0069,Doctor,Clinical,20,Night,Full-Time,4.2,Active
S01448,H004,D0069,Nurse,Clinical,9,Morning,Full-Time,3.2,Active
S01449,H004,D0069,Maintenance Engineer,Non-Clinical,15,Night,Full-Time,5.0,Active
S01450,H004,D0069,Pharmacist,Clinical Support,7,Evening,Part-Time,4.2,Active
S01451,H004,D0069,Administrator,Non-Clinical,2,Night,Part-Time,3.8,Active
S01452,H004,D0069,Procurement Officer,Non-Clinical,14,Evening,Part-Time,3.7,Active
S01453,H004,D0069,Technician,Clinical Support,12,Evening,Part-Time,5.0,Active
S01454,H004,D0069,Maintenance Engineer,Non-Clinical,18,Morning,Full-Time,4.5,Active
S01455,H004,D0069,Pharmacist,Clinical Support,14,Evening,Part-Time,3.3,Active
S01456,H004,D0069,Procurement Officer,Non-Clinical,14,Night,Part-Time,3.3,Active
S01457,H004,D0069,Administrator,Non-Clinical,20,Morning,Full-Time,3.4,Active
S01458,H004,D0069,Pharmacist,Clinical Support,17,Evening,Full-Time,4.9,Active
S01459,H004,D0069,Administrator,Non-Clinical,13,Morning,Full-Time,3.8,Active
S01460,H004,D0069,Technician,Clinical Support,14,Morning,Part-Time,4.4,Active
S01461,H004,D0069,Maintenance Engineer,Non-Clinical,5,Morning,Full-Time,4.7,Active
S01462,H004,D0069,Technician,Clinical Support,18,Evening,Full-Time,4.6,Active
S01463,H004,D0069,Technician,Clinical Support,19,Evening,Part-Time,4.1,Active
S01464,H004,D0069,Pharmacist,Clinical Support,8,Morning,Full-Time,3.3,Active
S01465,H004,D0069,Technician,Clinical Support,16,Morning,Part-Time,3.8,Active
S01466,H004,D0069,Pharmacist,Clinical Support,8,Morning,Full-Time,4.5,Active
S01467,H004,D0069,Pharmacist,Clinical Support,3,Night,Part-Time,4.2,Active
S01468,H004,D0069,Administrator,Non-Clinical,14,Evening,Part-Time,4.9,Active
S01469,H004,D0070,Technician,Clinical Support,17,Night,Full-Time,4.7,Active
S01470,H004,D0070,Nurse,Clinical,19,Morning,Full-Time,3.6,Active
S01471,H004,D0070,Procurement Officer,Non-Clinical,5,Evening,Full-Time,3.1,Active
S01472,H004,D0070,Technician,Clinical Support,14,Night,Part-Time,3.1,Active
S01473,H004,D0070,Technician,Clinical Support,17,Night,Full-Time,4.0,Active
S01474,H004,D0070,Maintenance Engineer,Non-Clinical,6,Morning,Full-Time,4.1,Active
S01475,H004,D0070,Maintenance Engineer,Non-Clinical,11,Night,Part-Time,3.5,Active
S01476,H004,D0070,Procurement Officer,Non-Clinical,12,Morning,Part-Time,4.6,Active
S01477,H004,D0070,Doctor,Clinical,5,Night,Part-Time,3.7,Active
S01478,H004,D0070,Pharmacist,Clinical Support,14,Evening,Full-Time,3.2,Active
S01479,H004,D0070,Nurse,Clinical,17,Morning,Full-Time,4.6,Active
S01480,H004,D0070,Administrator,Non-Clinical,20,Night,Full-Time,3.8,Active
S01481,H004,D0070,Doctor,Clinical,4,Morning,Full-Time,4.0,Active
S01482,H004,D0070,Technician,Clinical Support,12,Morning,Part-Time,4.8,Active
S01483,H004,D0070,Administrator,Non-Clinical,17,Evening,Full-Time,4.4,Active
S01484,H004,D0071,Procurement Officer,Non-Clinical,4,Morning,Full-Time,4.7,Active
S01485,H004,D0071,Nurse,Clinical,8,Evening,Full-Time,3.4,Active
S01486,H004,D0071,Doctor,Clinical,14,Night,Full-Time,3.2,Active
S01487,H004,D0071,Maintenance Engineer,Non-Clinical,16,Evening,Full-Time,3.4,Active
S01488,H004,D0071,Doctor,Clinical,17,Night,Full-Time,3.9,Active
S01489,H004,D0071,Technician,Clinical Support,2,Morning,Part-Time,4.3,Active
S01490,H004,D0071,Maintenance Engineer,Non-Clinical,4,Morning,Full-Time,4.2,Active
S01491,H004,D0071,Nurse,Clinical,6,Night,Part-Time,3.1,Active
S01492,H004,D0071,Nurse,Clinical,9,Night,Part-Time,3.7,Active
S01493,H004,D0071,Maintenance Engineer,Non-Clinical,17,Night,Full-Time,4.0,Active
S01494,H004,D0071,Doctor,Clinical,4,Night,Full-Time,4.1,Active
S01495,H004,D0071,Procurement Officer,Non-Clinical,7,Evening,Full-Time,4.8,Active
S01496,H004,D0072,Doctor,Clinical,4,Morning,Part-Time,3.7,Active
S01497,H004,D0072,Administrator,Non-Clinical,6,Evening,Full-Time,3.4,Active
S01498,H004,D0072,Technician,Clinical Support,13,Evening,Full-Time,4.0,Active
S01499,H004,D0072,Pharmacist,Clinical Support,4,Evening,Full-Time,3.9,Active
S01500,H004,D0072,Administrator,Non-Clinical,5,Evening,Part-Time,4.4,Active
S01501,H004,D0072,Administrator,Non-Clinical,2,Morning,Part-Time,4.0,Active
S01502,H004,D0072,Pharmacist,Clinical Support,10,Evening,Part-Time,4.4,Active
S01503,H004,D0072,Maintenance Engineer,Non-Clinical,15,Morning,Part-Time,3.6,Active
S01504,H004,D0072,Maintenance Engineer,Non-Clinical,14,Morning,Full-Time,4.8,Active
S01505,H004,D0072,Maintenance Engineer,Non-Clinical,16,Night,Part-Time,3.4,Active
S01506,H004,D0072,Procurement Officer,Non-Clinical,16,Night,Full-Time,3.8,Active
S01507,H004,D0072,Administrator,Non-Clinical,3,Morning,Full-Time,3.8,Active
S01508,H004,D0072,Procurement Officer,Non-Clinical,19,Morning,Full-Time,3.1,Active
S01509,H004,D0072,Nurse,Clinical,11,Morning,Part-Time,3.2,Active
S01510,H004,D0072,Maintenance Engineer,Non-Clinical,14,Night,Part-Time,3.6,Active
S01511,H004,D0072,Procurement Officer,Non-Clinical,19,Night,Part-Time,4.5,Active
S01512,H004,D0072,Maintenance Engineer,Non-Clinical,13,Evening,Part-Time,4.3,Active
S01513,H004,D0072,Pharmacist,Clinical Support,16,Night,Part-Time,3.3,Active
S01514,H004,D0072,Pharmacist,Clinical Support,4,Morning,Part-Time,4.0,Active
S01515,H004,D0072,Nurse,Clinical,5,Morning,Full-Time,4.5,Active
S01516,H004,D0072,Maintenance Engineer,Non-Clinical,3,Evening,Full-Time,4.9,Active
S01517,H004,D0072,Pharmacist,Clinical Support,20,Night,Part-Time,3.3,Active
S01518,H004,D0072,Administrator,Non-Clinical,20,Morning,Full-Time,4.3,Active
S01519,H004,D0072,Administrator,Non-Clinical,16,Evening,Full-Time,3.6,Active
S01520,H004,D0072,Pharmacist,Clinical Support,16,Night,Part-Time,4.1,Active
S01521,H004,D0072,Maintenance Engineer,Non-Clinical,18,Night,Full-Time,4.9,Active
S01522,H004,D0072,Doctor,Clinical,14,Morning,Part-Time,3.9,Active
S01523,H004,D0072,Maintenance Engineer,Non-Clinical,13,Evening,Part-Time,3.1,Active
S01524,H004,D0072,Nurse,Clinical,18,Night,Part-Time,4.8,Active
S01525,H004,D0073,Pharmacist,Clinical Support,14,Morning,Part-Time,4.4,Active
S01526,H004,D0073,Pharmacist,Clinical Support,4,Night,Part-Time,4.3,Active
S01527,H004,D0073,Procurement Officer,Non-Clinical,18,Night,Part-Time,4.0,Active
S01528,H004,D0073,Maintenance Engineer,Non-Clinical,6,Night,Full-Time,3.8,Active
S01529,H004,D0073,Pharmacist,Clinical Support,19,Evening,Part-Time,4.5,Active
S01530,H004,D0073,Technician,Clinical Support,11,Morning,Full-Time,4.2,Active
S01531,H004,D0073,Nurse,Clinical,12,Evening,Full-Time,4.5,Active
S01532,H004,D0073,Procurement Officer,Non-Clinical,11,Evening,Full-Time,3.9,Active
S01533,H004,D0073,Technician,Clinical Support,14,Evening,Full-Time,4.3,Active
S01534,H004,D0073,Nurse,Clinical,8,Night,Part-Time,4.2,Active
S01535,H004,D0073,Procurement Officer,Non-Clinical,3,Evening,Full-Time,3.7,Active
S01536,H004,D0073,Doctor,Clinical,18,Evening,Full-Time,3.9,Active
S01537,H004,D0073,Maintenance Engineer,Non-Clinical,14,Night,Part-Time,3.5,Active
S01538,H004,D0073,Procurement Officer,Non-Clinical,16,Night,Full-Time,5.0,Active
S01539,H004,D0073,Pharmacist,Clinical Support,19,Evening,Part-Time,4.1,Active
S01540,H004,D0073,Maintenance Engineer,Non-Clinical,16,Morning,Full-Time,3.7,Active
S01541,H004,D0073,Administrator,Non-Clinical,11,Morning,Part-Time,3.7,Active
S01542,H004,D0074,Nurse,Clinical,16,Night,Full-Time,4.7,Active
S01543,H004,D0074,Administrator,Non-Clinical,7,Evening,Part-Time,3.1,Active
S01544,H004,D0074,Administrator,Non-Clinical,13,Morning,Full-Time,4.4,Active
S01545,H004,D0074,Administrator,Non-Clinical,4,Night,Part-Time,3.5,Active
S01546,H004,D0074,Administrator,Non-Clinical,17,Evening,Part-Time,3.4,Active
S01547,H004,D0074,Maintenance Engineer,Non-Clinical,3,Night,Part-Time,4.0,Active
S01548,H004,D0074,Technician,Clinical Support,14,Night,Part-Time,3.4,Active
S01549,H004,D0074,Pharmacist,Clinical Support,9,Night,Part-Time,4.3,Active
S01550,H004,D0074,Administrator,Non-Clinical,6,Morning,Full-Time,4.2,Active
S01551,H004,D0074,Nurse,Clinical,15,Evening,Part-Time,4.9,Active
S01552,H004,D0074,Procurement Officer,Non-Clinical,2,Night,Full-Time,3.7,Active
S01553,H004,D0074,Nurse,Clinical,8,Morning,Part-Time,4.7,Active
S01554,H004,D0074,Pharmacist,Clinical Support,11,Morning,Full-Time,4.7,Active
S01555,H004,D0074,Technician,Clinical Support,10,Night,Full-Time,3.5,Active
S01556,H004,D0074,Administrator,Non-Clinical,8,Evening,Full-Time,3.2,Active
S01557,H004,D0074,Nurse,Clinical,1,Morning,Part-Time,3.9,Active
S01558,H004,D0074,Administrator,Non-Clinical,14,Evening,Full-Time,3.4,Active
S01559,H004,D0074,Technician,Clinical Support,5,Morning,Part-Time,4.6,Active
S01560,H004,D0074,Technician,Clinical Support,18,Morning,Full-Time,4.9,Active
S01561,H004,D0074,Pharmacist,Clinical Support,1,Morning,Full-Time,3.6,Active
S01562,H004,D0074,Technician,Clinical Support,3,Evening,Part-Time,4.3,Active
S01563,H004,D0074,Doctor,Clinical,13,Night,Full-Time,3.5,Active
S01564,H004,D0074,Administrator,Non-Clinical,17,Morning,Part-Time,4.0,Active
S01565,H004,D0074,Doctor,Clinical,8,Night,Full-Time,4.5,Active
S01566,H004,D0074,Technician,Clinical Support,11,Night,Part-Time,4.6,Active
S01567,H004,D0075,Pharmacist,Clinical Support,7,Morning,Full-Time,3.4,Active
S01568,H004,D0075,Technician,Clinical Support,15,Evening,Part-Time,4.7,Active
S01569,H004,D0075,Doctor,Clinical,16,Night,Part-Time,4.4,Active
S01570,H004,D0075,Doctor,Clinical,11,Night,Part-Time,3.9,Active
S01571,H004,D0075,Nurse,Clinical,9,Morning,Part-Time,4.0,Active
S01572,H004,D0075,Technician,Clinical Support,10,Morning,Full-Time,4.7,Active
S01573,H004,D0075,Procurement Officer,Non-Clinical,2,Night,Full-Time,3.5,Active
S01574,H004,D0075,Pharmacist,Clinical Support,10,Night,Part-Time,4.8,Active
S01575,H004,D0075,Procurement Officer,Non-Clinical,4,Night,Full-Time,4.7,Active
S01576,H004,D0075,Pharmacist,Clinical Support,1,Evening,Part-Time,3.6,Active
S01577,H004,D0075,Maintenance Engineer,Non-Clinical,8,Evening,Full-Time,4.7,Active
S01578,H004,D0075,Nurse,Clinical,15,Night,Part-Time,4.8,Active
S01579,H004,D0075,Maintenance Engineer,Non-Clinical,14,Morning,Part-Time,4.7,Active
S01580,H004,D0075,Maintenance Engineer,Non-Clinical,16,Evening,Part-Time,4.9,Active
S01581,H004,D0075,Technician,Clinical Support,14,Morning,Full-Time,4.4,Active
S01582,H004,D0075,Administrator,Non-Clinical,3,Evening,Part-Time,4.2,Active
S01583,H004,D0075,Maintenance Engineer,Non-Clinical,18,Night,Part-Time,3.9,Active
S01584,H004,D0075,Doctor,Clinical,2,Night,Full-Time,4.3,Active
S01585,H004,D0075,Maintenance Engineer,Non-Clinical,5,Morning,Part-Time,3.4,Active
S01586,H004,D0076,Technician,Clinical Support,19,Morning,Full-Time,3.3,Active
S01587,H004,D0076,Administrator,Non-Clinical,5,Night,Part-Time,4.6,Active
S01588,H004,D0076,Technician,Clinical Support,15,Evening,Full-Time,3.5,Active
S01589,H004,D0076,Procurement Officer,Non-Clinical,19,Evening,Part-Time,3.4,Active
S01590,H004,D0076,Pharmacist,Clinical Support,12,Morning,Part-Time,4.8,Active
S01591,H004,D0076,Maintenance Engineer,Non-Clinical,19,Morning,Full-Time,4.9,Active
S01592,H004,D0076,Administrator,Non-Clinical,20,Night,Full-Time,4.8,Active
S01593,H004,D0076,Pharmacist,Clinical Support,7,Evening,Full-Time,3.1,Active
S01594,H004,D0076,Administrator,Non-Clinical,14,Night,Part-Time,3.3,Active
S01595,H004,D0076,Technician,Clinical Support,6,Night,Full-Time,3.0,Active
S01596,H004,D0076,Administrator,Non-Clinical,14,Evening,Part-Time,3.2,Active
S01597,H004,D0076,Procurement Officer,Non-Clinical,7,Morning,Part-Time,3.6,Active
S01598,H004,D0076,Pharmacist,Clinical Support,13,Morning,Part-Time,4.7,Active
S01599,H004,D0076,Administrator,Non-Clinical,7,Evening,Full-Time,3.8,Active
S01600,H004,D0076,Pharmacist,Clinical Support,5,Morning,Part-Time,5.0,Active
S01601,H004,D0076,Nurse,Clinical,20,Evening,Full-Time,3.7,Active
S01602,H004,D0076,Procurement Officer,Non-Clinical,15,Morning,Full-Time,3.9,Active
S01603,H004,D0076,Maintenance Engineer,Non-Clinical,11,Night,Part-Time,4.4,Active
S01604,H004,D0076,Procurement Officer,Non-Clinical,13,Night,Part-Time,4.5,Active
S01605,H004,D0076,Technician,Clinical Support,3,Morning,Full-Time,3.1,Active
S01606,H004,D0076,Nurse,Clinical,16,Evening,Full-Time,3.0,Active
S01607,H004,D0077,Administrator,Non-Clinical,13,Evening,Part-Time,4.3,Active
S01608,H004,D0077,Nurse,Clinical,18,Morning,Full-Time,3.5,Active
S01609,H004,D0077,Administrator,Non-Clinical,16,Evening,Part-Time,3.3,Active
S01610,H004,D0077,Technician,Clinical Support,17,Evening,Full-Time,3.5,Active
S01611,H004,D0077,Technician,Clinical Support,2,Morning,Part-Time,4.7,Active
S01612,H004,D0077,Maintenance Engineer,Non-Clinical,9,Night,Part-Time,4.9,Active
S01613,H004,D0077,Technician,Clinical Support,9,Night,Part-Time,4.0,Active
S01614,H004,D0077,Pharmacist,Clinical Support,6,Evening,Part-Time,4.5,Active
S01615,H004,D0077,Nurse,Clinical,18,Night,Part-Time,3.1,Active
