PO_Line_ID,PO_ID,Product_ID,Quantity,Unit_Cost,Line_Total
POL0000528,PO000099,P0435,23,829.53,19079.19
POL0000529,PO000099,P0246,1,47.69,47.69
POL0000530,PO000099,P0327,22,17.08,375.76
POL0000531,PO000099,P0048,14,462.61,6476.54
POL0000532,PO000099,P0329,26,1531.12,39809.12
POL0000533,PO000100,P0308,125,524.34,65542.5
POL0000534,PO000100,P0107,57,624.7,35607.9
POL0000535,PO000100,P0009,81,574.55,46538.55
POL0000536,PO000100,P0155,84,1058.72,88932.48
POL0000537,PO000101,P0423,1,1182232.2,1182232.2
POL0000538,PO000101,P0069,1,16574921.51,16574921.51
POL0000539,PO000101,P0175,1,1043618.1,1043618.1
POL0000540,PO000101,P0301,1,11334160.16,11334160.16
POL0000541,PO000101,P0092,1,1691613.39,1691613.39
POL0000542,PO000101,P0303,1,491270.84,491270.84
POL0000543,PO000102,P0105,1,1268415.26,1268415.26
POL0000544,PO000102,P0347,1,309720.64,309720.64
POL0000545,PO000102,P0417,1,194955.41,194955.41
POL0000546,PO000102,P0044,1,188078.27,188078.27
POL0000547,PO000102,P0462,1,162581.93,162581.93
POL0000548,PO000102,P0004,1,192763.17,192763.17
POL0000549,PO000102,P0143,1,194490.0,194490.0
POL0000550,PO000103,P0434,110,76.55,8420.5
POL0000551,PO000103,P0054,36,6.12,220.32
POL0000552,PO000103,P0176,56,105.73,5920.88
POL0000553,PO000103,P0356,93,121.36,11286.48
POL0000554,PO000103,P0463,109,31.32,3413.88
POL0000555,PO000103,P0017,55,80.49,4426.95
POL0000556,PO000103,P0344,99,5.5,544.5
POL0000557,PO000103,P0015,67,226.35,15165.45
POL0000558,PO000104,P0207,1,187860.23,187860.23
POL0000559,PO000104,P0083,1,124827.91,124827.91
POL0000560,PO000104,P0403,1,152597.06,152597.06
POL0000561,PO000105,P0004,1,206391.17,206391.17
POL0000562,PO000105,P0404,1,114276.63,114276.63
POL0000563,PO000105,P0391,1,227948.34,227948.34
POL0000564,PO000105,P0334,44,55.3,2433.2
POL0000565,PO000105,P0279,1,8024840.53,8024840.53
POL0000566,PO000105,P0296,1,6347204.12,6347204.12
POL0000567,PO000105,P0119,1,132199.74,132199.74
POL0000568,PO000105,P0030,1,298955.3,298955.3
POL0000569,PO000106,P0400,22,89.55,1970.1
POL0000570,PO000106,P0104,22,76.99,1693.78
POL0000571,PO000106,P0139,58,8.45,490.1
POL0000572,PO000106,P0351,38,115.93,4405.34
POL0000573,PO000107,P0454,20,518.59,10371.8
POL0000574,PO000107,P0413,36,347.0,12492.0
POL0000575,PO000107,P0277,25,457.96,11449.0
POL0000576,PO000107,P0448,12,460.68,5528.16
POL0000577,PO000107,P0349,5,394.27,1971.35
POL0000578,PO000107,P0156,58,237.13,13753.54
POL0000579,PO000107,P0035,65,351.44,22843.6
POL0000580,PO000108,P0388,11,28.25,310.75
POL0000581,PO000108,P0345,22,15.99,351.78
POL0000582,PO000108,P0326,56,55.97,3134.32
POL0000583,PO000108,P0120,8,25.08,200.64
POL0000584,PO000108,P0455,8,61.86,494.88
POL0000585,PO000108,P0378,129,26.52,3421.08
POL0000586,PO000109,P0237,9,368.41,3315.69
POL0000587,PO000109,P0284,66,1428.56,94284.96
POL0000588,PO000109,P0003,112,722.7,80942.4
POL0000589,PO000109,P0300,83,308.08,25570.64
POL0000590,PO000109,P0308,40,572.92,22916.8
POL0000591,PO000109,P0036,1,1120.94,1120.94
POL0000592,PO000110,P0178,23,263.36,6057.28
POL0000593,PO000110,P0075,34,417.0,14178.0
POL0000594,PO000110,P0458,78,566.79,44209.62
POL0000595,PO000111,P0256,109,893.72,97415.48
POL0000596,PO000111,P0097,90,602.8,54252.0
POL0000597,PO000111,P0073,96,481.92,46264.32
POL0000598,PO000111,P0327,98,17.08,1673.84
POL0000599,PO000112,P0320,1,50.65,50.65
POL0000600,PO000112,P0154,25,50.37,1259.25
POL0000601,PO000112,P0381,42,216.39,9088.38
POL0000602,PO000112,P0086,36,266.01,9576.36
POL0000603,PO000112,P0455,68,61.74,4198.32
POL0000604,PO000113,P0467,47,13.19,619.93
POL0000605,PO000113,P0022,19,71.95,1367.05
POL0000606,PO000113,P0213,40,54.82,2192.8
POL0000607,PO000113,P0001,12,16.74,200.88
POL0000608,PO000113,P0328,54,31.08,1678.32
POL0000609,PO000113,P0236,26,4.88,126.88
POL0000610,PO000113,P0038,85,13.94,1184.9
POL0000611,PO000114,P0086,30,265.9,7977.0
POL0000612,PO000114,P0455,19,61.86,1175.34
POL0000613,PO000114,P0364,30,150.42,4512.6
POL0000614,PO000114,P0024,119,33.42,3976.98
POL0000615,PO000114,P0326,33,55.97,1847.01
POL0000616,PO000114,P0345,28,15.99,447.72
POL0000617,PO000115,P0491,1,214546.98,214546.98
POL0000618,PO000115,P0434,15,68.9,1033.5
POL0000619,PO000115,P0232,1,170440.95,170440.95
POL0000620,PO000115,P0051,1,1063912.3,1063912.3
POL0000621,PO000115,P0101,1,321872.75,321872.75
POL0000622,PO000116,P0441,23,49.17,1130.91
POL0000623,PO000116,P0478,41,41.59,1705.19
POL0000624,PO000116,P0455,29,61.74,1790.46
POL0000625,PO000116,P0381,34,216.39,7357.26
POL0000626,PO000116,P0436,18,15.81,284.58
POL0000627,PO000116,P0400,58,100.44,5825.52
POL0000628,PO000116,P0320,1,50.65,50.65
POL0000629,PO000117,P0403,1,152597.06,152597.06
POL0000630,PO000117,P0471,1,184137.63,184137.63
POL0000631,PO000117,P0321,1,17019700.99,17019700.99
POL0000632,PO000117,P0317,20,256.89,5137.8
POL0000633,PO000118,P0048,22,462.61,10177.42
POL0000634,PO000118,P0060,38,814.72,30959.36
POL0000635,PO000118,P0256,77,893.72,68816.44
POL0000636,PO000118,P0183,24,602.01,14448.24
POL0000637,PO000118,P0116,52,331.59,17242.68
POL0000638,PO000118,P0195,33,941.58,31072.14
POL0000639,PO000119,P0227,97,24.32,2359.04
POL0000640,PO000119,P0080,9,57.16,514.44
POL0000641,PO000119,P0289,139,102.64,14266.96
POL0000642,PO000119,P0022,16,71.95,1151.2
POL0000643,PO000119,P0302,81,28.25,2288.25
POL0000644,PO000119,P0187,20,104.02,2080.4
POL0000645,PO000120,P0249,60,10.6,636.0
POL0000646,PO000120,P0225,16,77.36,1237.76
POL0000647,PO000120,P0332,71,37.7,2676.7
POL0000648,PO000120,P0467,47,12.99,610.53
POL0000649,PO000120,P0487,90,63.37,5703.3
POL0000650,PO000121,P0284,46,1428.56,65713.76
POL0000651,PO000121,P0262,12,495.78,5949.36
POL0000652,PO000121,P0102,32,248.0,7936.0
POL0000653,PO000121,P0393,36,1449.38,52177.68
POL0000654,PO000121,P0170,43,885.32,38068.76
POL0000655,PO000121,P0409,14,284.49,3982.86
POL0000656,PO000121,P0456,68,1290.22,87734.96
POL0000657,PO000122,P0284,61,1428.56,87142.16
POL0000658,PO000122,P0316,51,382.83,19524.33
POL0000659,PO000122,P0438,78,514.36,40120.08
POL0000660,PO000122,P0433,44,776.17,34151.48
POL0000661,PO000122,P0037,103,1630.21,167911.63
POL0000662,PO000123,P0145,1,84593.91,84593.91
POL0000663,PO000123,P0420,1,230604.2,230604.2
POL0000664,PO000123,P0375,1,685993.55,685993.55
POL0000665,PO000123,P0191,36,51.19,1842.84
POL0000666,PO000123,P0318,1,7988733.18,7988733.18
POL0000667,PO000123,P0082,1,117950.44,117950.44
POL0000668,PO000123,P0485,1,134510.18,134510.18
POL0000669,PO000124,P0359,105,263.06,27621.3
POL0000670,PO000124,P0352,21,264.47,5553.87
POL0000671,PO000124,P0067,32,383.3,12265.6
POL0000672,PO000124,P0327,53,17.15,908.95
POL0000673,PO000124,P0399,80,434.36,34748.8
POL0000674,PO000124,P0270,43,518.33,22288.19
POL0000675,PO000124,P0064,78,532.78,41556.84
POL0000676,PO000125,P0107,49,624.7,30610.3
POL0000677,PO000125,P0164,32,536.38,17164.16
POL0000678,PO000125,P0330,67,302.2,20247.4
POL0000679,PO000125,P0486,25,1122.26,28056.5
POL0000680,PO000126,P0099,1,17367895.69,17367895.69
POL0000681,PO000126,P0310,1,282029.61,282029.61
POL0000682,PO000126,P0220,1,7853699.02,7853699.02
POL0000683,PO000126,P0347,1,336529.58,336529.58
POL0000684,PO000126,P0473,1,128717.43,128717.43
POL0000685,PO000126,P0476,73,36.93,2695.89
POL0000686,PO000127,P0290,69,16.13,1112.97
POL0000687,PO000127,P0062,25,15.86,396.5
POL0000688,PO000127,P0285,26,12.88,334.88
POL0000689,PO000127,P0121,86,6.72,577.92
POL0000690,PO000127,P0425,6,50.19,301.14
POL0000691,PO000127,P0032,5,16.28,81.4
POL0000692,PO000128,P0038,27,13.94,376.38
POL0000693,PO000128,P0250,104,41.7,4336.8
POL0000694,PO000128,P0089,15,8.39,125.85
POL0000695,PO000128,P0034,24,16.69,400.56
POL0000696,PO000128,P0221,51,14.72,750.72
POL0000697,PO000129,P0321,1,18075296.28,18075296.28
POL0000698,PO000129,P0434,24,68.9,1653.6
POL0000699,PO000129,P0018,1,142309.25,142309.25
POL0000700,PO000129,P0198,1,144165.75,144165.75
POL0000701,PO000130,P0303,1,510527.41,510527.41
POL0000702,PO000130,P0342,43,100.31,4313.33
POL0000703,PO000130,P0124,1,264915.01,264915.01
POL0000704,PO000130,P0245,1,77792.7,77792.7
POL0000705,PO000131,P0335,1,1382311.31,1382311.31
POL0000706,PO000131,P0339,1,96163.98,96163.98
POL0000707,PO000131,P0367,12,22.51,270.12
POL0000708,PO000131,P0101,1,304929.55,304929.55
POL0000709,PO000131,P0011,1,1359053.82,1359053.82
POL0000710,PO000131,P0126,54,42.65,2303.1
POL0000711,PO000132,P0039,126,554.15,69822.9
POL0000712,PO000132,P0257,64,785.22,50254.08
POL0000713,PO000132,P0419,43,1373.67,59067.81
POL0000714,PO000132,P0036,1,1120.94,1120.94
POL0000715,PO000132,P0443,30,287.36,8620.8
POL0000716,PO000132,P0380,127,268.9,34150.3
POL0000717,PO000133,P0227,36,24.32,875.52
POL0000718,PO000133,P0001,4,16.74,66.96
POL0000719,PO000133,P0493,62,8.1,502.2
POL0000720,PO000133,P0470,24,34.1,818.4
POL0000721,PO000134,P0364,71,150.42,10679.82
POL0000722,PO000134,P0120,20,25.08,501.6
POL0000723,PO000134,P0086,17,265.9,4520.3
POL0000724,PO000134,P0345,50,15.99,799.5
POL0000725,PO000134,P0326,59,55.97,3302.23
POL0000726,PO000134,P0154,68,52.13,3544.84
POL0000727,PO000134,P0484,104,121.88,12675.52
POL0000728,PO000134,P0202,56,68.38,3829.28
POL0000729,PO000135,P0388,7,28.25,197.75
POL0000730,PO000135,P0024,129,33.42,4311.18
POL0000731,PO000135,P0455,23,61.86,1422.78
POL0000732,PO000136,P0403,1,150638.74,150638.74
POL0000733,PO000136,P0305,1,1214467.32,1214467.32
POL0000734,PO000136,P0420,1,230604.2,230604.2
POL0000735,PO000137,P0400,55,100.44,5524.2
POL0000736,PO000137,P0259,34,221.66,7536.44
POL0000737,PO000137,P0455,19,61.74,1173.06
POL0000738,PO000137,P0381,42,216.39,9088.38
POL0000739,PO000137,P0154,26,50.37,1309.62
POL0000740,PO000137,P0086,30,266.01,7980.3
POL0000741,PO000137,P0478,23,41.59,956.57
POL0000742,PO000138,P0018,1,142309.25,142309.25
POL0000743,PO000138,P0391,1,237849.4,237849.4
POL0000744,PO000138,P0046,1,1475081.81,1475081.81
POL0000745,PO000138,P0474,1,932593.41,932593.41
POL0000746,PO000138,P0232,1,170440.95,170440.95
POL0000747,PO000138,P0431,1,11104599.76,11104599.76
POL0000748,PO000139,P0238,1,1418008.28,1418008.28
POL0000749,PO000139,P0025,1,6465520.6,6465520.6
POL0000750,PO000139,P0404,1,114276.63,114276.63
POL0000751,PO000140,P0202,14,67.14,939.96
POL0000752,PO000140,P0500,47,207.94,9773.18
POL0000753,PO000140,P0351,18,128.03,2304.54
POL0000754,PO000140,P0192,46,36.81,1693.26
POL0000755,PO000140,P0266,1,286.1,286.1
POL0000756,PO000141,P0359,104,263.06,27358.24
POL0000757,PO000141,P0457,13,437.44,5686.72
POL0000758,PO000141,P0156,52,237.13,12330.76
POL0000759,PO000141,P0182,22,149.31,3284.82
POL0000760,PO000141,P0452,42,305.58,12834.36
POL0000761,PO000141,P0052,88,237.49,20899.12
POL0000762,PO000141,P0410,71,591.57,42001.47
POL0000763,PO000141,P0266,1,286.1,286.1
POL0000764,PO000142,P0441,32,49.17,1573.44
POL0000765,PO000142,P0478,63,41.59,2620.17
POL0000766,PO000142,P0259,26,221.66,5763.16
POL0000767,PO000142,P0436,14,15.81,221.34
POL0000768,PO000142,P0400,30,100.44,3013.2
POL0000769,PO000142,P0086,37,266.01,9842.37
POL0000770,PO000142,P0154,13,50.37,654.81
POL0000771,PO000142,P0320,1,50.65,50.65
POL0000772,PO000143,P0013,1,263476.96,263476.96
POL0000773,PO000143,P0491,1,214546.98,214546.98
POL0000774,PO000143,P0130,64,35.06,2243.84
POL0000775,PO000143,P0339,1,88303.97,88303.97
POL0000776,PO000143,P0101,1,321872.75,321872.75
POL0000777,PO000143,P0025,1,6751520.96,6751520.96
POL0000778,PO000144,P0291,10,26.78,267.8
POL0000779,PO000144,P0344,14,5.66,79.24
POL0000780,PO000144,P0487,42,58.95,2475.9
POL0000781,PO000144,P0470,21,34.1,716.1
POL0000782,PO000144,P0356,57,117.88,6719.16
POL0000783,PO000145,P0369,60,194.25,11655.0
POL0000784,PO000145,P0118,6,53.71,322.26
POL0000785,PO000145,P0289,140,93.68,13115.2
POL0000786,PO000145,P0015,101,226.35,22861.35
POL0000787,PO000145,P0434,115,76.55,8803.25
POL0000788,PO000146,P0437,24,20.33,487.92
POL0000789,PO000146,P0010,20,294.84,5896.8
POL0000790,PO000146,P0255,38,425.17,16156.46
POL0000791,PO000146,P0393,13,1551.06,20163.78
POL0000792,PO000146,P0486,58,1122.26,65091.08
POL0000793,PO000147,P0474,1,932593.41,932593.41
POL0000794,PO000147,P0059,1,144157.5,144157.5
POL0000795,PO000147,P0310,1,299619.57,299619.57
POL0000796,PO000147,P0468,1,5093522.13,5093522.13
POL0000797,PO000147,P0051,1,1063912.3,1063912.3
POL0000798,PO000147,P0061,1,195323.7,195323.7
POL0000799,PO000148,P0009,110,543.28,59760.8
POL0000800,PO000148,P0058,88,460.87,40556.56
POL0000801,PO000148,P0036,1,1120.94,1120.94
POL0000802,PO000148,P0093,39,833.85,32520.15
POL0000803,PO000148,P0133,87,492.74,42868.38
POL0000804,PO000148,P0330,131,299.59,39246.29
POL0000805,PO000148,P0231,31,410.93,12738.83
POL0000806,PO000149,P0074,44,13.5,594.0
POL0000807,PO000149,P0416,73,96.43,7039.39
POL0000808,PO000149,P0015,113,226.35,25577.55
POL0000809,PO000150,P0224,47,6.71,315.37
POL0000810,PO000150,P0225,15,77.36,1160.4
POL0000811,PO000150,P0418,86,15.12,1300.32
POL0000812,PO000150,P0332,88,37.7,3317.6
POL0000813,PO000151,P0071,1,1127706.26,1127706.26
POL0000814,PO000151,P0012,1,7153902.14,7153902.14
POL0000815,PO000151,P0069,1,15691089.36,15691089.36
POL0000816,PO000151,P0303,1,510527.41,510527.41
POL0000817,PO000151,P0245,1,77792.7,77792.7
POL0000818,PO000151,P0436,79,13.93,1100.47
POL0000819,PO000151,P0462,1,151623.95,151623.95
POL0000820,PO000152,P0267,14,44.95,629.3
POL0000821,PO000152,P0360,61,24.62,1501.82
POL0000822,PO000152,P0392,114,6.65,758.1
POL0000823,PO000152,P0249,74,10.19,754.06
POL0000824,PO000152,P0280,7,75.54,528.78
POL0000825,PO000152,P0358,27,19.65,530.55
POL0000826,PO000152,P0001,12,16.74,200.88
POL0000827,PO000152,P0187,49,104.02,5096.98
POL0000828,PO000153,P0340,1,171341.58,171341.58
POL0000829,PO000153,P0301,1,10487021.42,10487021.42
POL0000830,PO000153,P0379,69,18.47,1274.43
POL0000831,PO000154,P0141,19,20.09,381.71
POL0000832,PO000154,P0137,40,1166.87,46674.8
POL0000833,PO000154,P0248,25,32.49,812.25
POL0000834,PO000155,P0254,52,1359.14,70675.28
POL0000835,PO000155,P0429,94,444.14,41749.16
POL0000836,PO000155,P0231,61,376.46,22964.06
POL0000837,PO000155,P0426,94,709.42,66685.48
POL0000838,PO000155,P0396,1,1199.73,1199.73
POL0000839,PO000155,P0195,26,941.58,24481.08
POL0000840,PO000155,P0272,16,1391.11,22257.76
POL0000841,PO000155,P0102,39,271.89,10603.71
POL0000842,PO000156,P0285,45,12.88,579.6
POL0000843,PO000156,P0100,37,7.1,262.7
POL0000844,PO000156,P0394,25,10.89,272.25
POL0000845,PO000156,P0366,56,9.45,529.2
POL0000846,PO000157,P0086,17,266.01,4522.17
POL0000847,PO000157,P0259,28,221.66,6206.48
POL0000848,PO000157,P0381,12,216.39,2596.68
POL0000849,PO000158,P0288,1,109274.41,109274.41
POL0000850,PO000158,P0012,1,7153902.14,7153902.14
POL0000851,PO000158,P0047,13,70.39,915.07
POL0000852,PO000159,P0092,1,1545480.99,1545480.99
POL0000853,PO000159,P0190,108,31.9,3445.2
POL0000854,PO000159,P0431,1,11328123.52,11328123.52
POL0000855,PO000159,P0235,1,211501.73,211501.73
POL0000856,PO000159,P0007,1,115484.88,115484.88
POL0000857,PO000159,P0088,1,884116.1,884116.1
POL0000858,PO000159,P0364,123,134.34,16523.82
POL0000859,PO000159,P0099,1,15200778.78,15200778.78
POL0000860,PO000160,P0323,24,257.07,6169.68
POL0000861,PO000160,P0114,94,1261.73,118602.62
POL0000862,PO000160,P0265,31,1105.86,34281.66
POL0000863,PO000160,P0002,38,1400.87,53233.06
POL0000864,PO000160,P0311,80,191.03,15282.4
POL0000865,PO000160,P0073,81,481.92,39035.52
POL0000866,PO000161,P0326,18,55.97,1007.46
POL0000867,PO000161,P0345,29,15.99,463.71
POL0000868,PO000161,P0120,38,25.08,953.04
POL0000869,PO000161,P0202,39,68.38,2666.82
POL0000870,PO000161,P0455,7,61.86,433.02
POL0000871,PO000162,P0441,19,49.17,934.23
POL0000872,PO000162,P0086,45,266.01,11970.45
POL0000873,PO000162,P0436,12,15.81,189.72
POL0000874,PO000162,P0478,41,41.59,1705.19
POL0000875,PO000162,P0259,20,221.66,4433.2
POL0000876,PO000162,P0455,66,61.74,4074.84
POL0000877,PO000163,P0351,7,128.03,896.21
POL0000878,PO000163,P0156,28,237.13,6639.64
POL0000879,PO000163,P0192,39,36.81,1435.59
POL0000880,PO000163,P0020,17,371.51,6315.67
POL0000881,PO000163,P0180,105,172.49,18111.45
POL0000882,PO000163,P0448,12,460.68,5528.16
POL0000883,PO000163,P0488,23,147.18,3385.14
POL0000884,PO000164,P0247,1,252767.12,252767.12
POL0000885,PO000164,P0101,1,296659.89,296659.89
POL0000886,PO000164,P0082,1,117950.44,117950.44
POL0000887,PO000164,P0218,1,275606.55,275606.55
POL0000888,PO000164,P0279,1,8024840.53,8024840.53
POL0000889,PO000164,P0197,1,11715603.24,11715603.24
POL0000890,PO000164,P0168,1,744489.31,744489.31
POL0000891,PO000165,P0473,1,136303.54,136303.54
POL0000892,PO000165,P0046,1,1475081.81,1475081.81
POL0000893,PO000165,P0276,1,122752.86,122752.86
POL0000894,PO000165,P0071,1,1026457.46,1026457.46
POL0000895,PO000165,P0018,1,142309.25,142309.25
POL0000896,PO000165,P0321,1,18075296.28,18075296.28
POL0000897,PO000166,P0017,72,78.76,5670.72
POL0000898,PO000166,P0350,14,11.71,163.94
POL0000899,PO000166,P0103,23,39.65,911.95
POL0000900,PO000166,P0089,52,8.39,436.28
POL0000901,PO000166,P0416,33,106.51,3514.83
POL0000902,PO000167,P0012,1,7200852.27,7200852.27
POL0000903,PO000167,P0247,1,268124.6,268124.6
POL0000904,PO000167,P0471,1,202534.05,202534.05
POL0000905,PO000167,P0371,1,1281868.21,1281868.21
POL0000906,PO000168,P0270,46,518.33,23843.18
POL0000907,PO000168,P0500,58,207.94,12060.52
POL0000908,PO000168,P0413,21,347.0,7287.0
POL0000909,PO000168,P0084,95,200.65,19061.75
POL0000910,PO000168,P0026,12,242.51,2910.12
POL0000911,PO000169,P0237,17,368.41,6262.97
POL0000912,PO000169,P0271,75,829.34,62200.5
POL0000913,PO000169,P0149,111,1377.89,152945.79
POL0000914,PO000169,P0445,52,457.58,23794.16
POL0000915,PO000170,P0252,30,6.43,192.9
POL0000916,PO000170,P0290,45,16.13,725.85
POL0000917,PO000170,P0121,62,6.72,416.64
POL0000918,PO000170,P0188,56,20.82,1165.92
POL0000919,PO000170,P0337,76,10.26,779.76
POL0000920,PO000170,P0285,25,12.88,322.0
POL0000921,PO000171,P0427,60,441.97,26518.2
POL0000922,PO000171,P0009,102,574.55,58604.1
POL0000923,PO000171,P0308,100,524.34,52434.0
POL0000924,PO000171,P0259,57,229.08,13057.56
POL0000925,PO000171,P0329,20,1531.12,30622.4
POL0000926,PO000171,P0426,81,709.42,57463.02
POL0000927,PO000171,P0419,10,1433.51,14335.1
POL0000928,PO000171,P0010,22,294.84,6486.48
POL0000929,PO000172,P0189,1,803043.44,803043.44
POL0000930,PO000172,P0374,1,863078.52,863078.52
POL0000931,PO000172,P0321,1,16310573.64,16310573.64
POL0000932,PO000172,P0088,1,884116.1,884116.1
POL0000933,PO000172,P0011,1,1359053.82,1359053.82
POL0000934,PO000172,P0124,1,293248.23,293248.23
POL0000935,PO000172,P0371,1,1281868.21,1281868.21
POL0000936,PO000172,P0420,1,223077.95,223077.95
POL0000937,PO000173,P0146,30,70.46,2113.8
POL0000938,PO000173,P0210,1,13.93,13.93
POL0000939,PO000173,P0141,30,21.05,631.5
POL0000940,PO000173,P0125,41,94.03,3855.23
POL0000941,PO000173,P0390,65,52.04,3382.6
POL0000942,PO000174,P0313,90,250.54,22548.6
POL0000943,PO000174,P0498,63,829.06,52230.78
POL0000944,PO000174,P0157,38,716.55,27228.9
POL0000945,PO000174,P0294,10,545.95,5459.5
POL0000946,PO000174,P0114,80,1261.73,100938.4
POL0000947,PO000175,P0252,115,6.43,739.45
POL0000948,PO000175,P0355,19,21.46,407.74
POL0000949,PO000175,P0029,58,14.89,863.62
POL0000950,PO000175,P0285,80,12.88,1030.4
POL0000951,PO000175,P0056,95,4.94,469.3
POL0000952,PO000175,P0366,81,9.45,765.45
POL0000953,PO000175,P0394,42,10.89,457.38
POL0000954,PO000175,P0465,4,7.62,30.48
POL0000955,PO000176,P0428,36,102.34,3684.24
POL0000956,PO000176,P0069,1,15691089.36,15691089.36
POL0000957,PO000176,P0012,1,7153902.14,7153902.14
POL0000958,PO000176,P0079,1,1090663.02,1090663.02
POL0000959,PO000176,P0322,1,12276940.4,12276940.4
POL0000960,PO000176,P0243,1,253184.52,253184.52
POL0000961,PO000176,P0436,119,13.93,1657.67
POL0000962,PO000177,P0173,1,180804.17,180804.17
POL0000963,PO000177,P0110,1,790098.77,790098.77
POL0000964,PO000177,P0119,1,119969.03,119969.03
POL0000965,PO000177,P0335,1,1382311.31,1382311.31
POL0000966,PO000177,P0065,1,294958.42,294958.42
POL0000967,PO000178,P0156,18,237.13,4268.34
POL0000968,PO000178,P0386,52,384.7,20004.4
POL0000969,PO000178,P0359,94,263.06,24727.64
POL0000970,PO000178,P0413,47,347.0,16309.0
POL0000971,PO000178,P0319,6,68.47,410.82
POL0000972,PO000179,P0406,93,9.98,928.14
POL0000973,PO000179,P0188,25,20.82,520.5
POL0000974,PO000179,P0056,123,4.94,607.62
POL0000975,PO000179,P0081,22,12.35,271.7
POL0000976,PO000179,P0394,44,10.89,479.16
POL0000977,PO000179,P0481,85,21.5,1827.5
POL0000978,PO000179,P0167,53,24.83,1315.99
POL0000979,PO000179,P0297,9,13.41,120.69
POL0000980,PO000180,P0205,25,275.33,6883.25
POL0000981,PO000180,P0426,72,810.56,58360.32
POL0000982,PO000180,P0376,9,578.06,5202.54
POL0000983,PO000180,P0112,7,642.2,4495.4
POL0000984,PO000180,P0047,78,67.58,5271.24
POL0000985,PO000181,P0441,36,49.17,1770.12
POL0000986,PO000181,P0455,35,61.74,2160.9
POL0000987,PO000181,P0086,15,266.01,3990.15
POL0000988,PO000181,P0381,20,216.39,4327.8
POL0000989,PO000181,P0400,34,100.44,3414.96
POL0000990,PO000182,P0131,1,490954.24,490954.24
POL0000991,PO000182,P0468,1,4558378.37,4558378.37
POL0000992,PO000182,P0028,1,798430.22,798430.22
POL0000993,PO000182,P0145,1,85598.4,85598.4
POL0000994,PO000182,P0234,1,222726.76,222726.76
POL0000995,PO000182,P0007,1,112597.95,112597.95
POL0000996,PO000183,P0473,1,136303.54,136303.54
POL0000997,PO000183,P0119,1,123412.4,123412.4
POL0000998,PO000183,P0321,1,18075296.28,18075296.28
POL0000999,PO000183,P0018,1,142309.25,142309.25
POL0001000,PO000183,P0434,22,68.9,1515.8
POL0001001,PO000184,P0496,29,79.97,2319.13
POL0001002,PO000184,P0210,60,14.07,844.2
POL0001003,PO000184,P0055,28,38.25,1071.0
POL0001004,PO000185,P0482,128,184.7,23641.6
POL0001005,PO000185,P0269,1,155584.21,155584.21
